Place,Age,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Region of Trenèín,50 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8593,8364,8555,8741,8321,7972,7834,7677
Region of Trenèín,51 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8591,8543,8332,8520,8713,8290,7925,7792
Region of Trenèín,52 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8503,8531,8481,8296,8480,8689,8249,7871
Region of Trenèín,53 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8903,8460,8486,8440,8240,8435,8642,8217
Region of Trenèín,54 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9084,8850,8396,8429,8385,8190,8381,8592
Region of Trenèín,55 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9262,9034,8795,8340,8359,8325,8134,8323
Region of Trenèín,56 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9099,9197,8960,8738,8267,8313,8277,8080
Region of Trenèín,57 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8984,9010,9137,8895,8679,8208,8236,8191
Region of Trenèín,58 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8573,8927,8936,9076,8818,8601,8139,8162
Region of Trenèín,59 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8648,8523,8831,8857,8991,8756,8536,8068
Region of Trenèín,60 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8375,8569,8462,8727,8785,8916,8661,8464
Region of Trenèín,61 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7911,8270,8471,8349,8624,8695,8800,8549
Region of Trenèín,62 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7021,7799,8159,8387,8251,8526,8585,8706
Region of Trenèín,63 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7075,6930,7703,8053,8270,8134,8421,8481
Region of Trenèín,64 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6641,6975,6835,7601,7933,8159,8022,8298
Region of Trenèín,65 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,6542,6878,6741,7491,7833,8045,7903
Region of Trenèín,66 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5301,5659,6430,6764,6643,7337,7724,7900
Region of Trenèín,67 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5505,5202,5570,6310,6634,6514,7229,7597
Region of Trenèín,68 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5123,5398,5123,5471,6199,6508,6402,7082
Region of Trenèín,69 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4883,5012,5280,5027,5372,6053,6357,6263
Region of Trenèín,70 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4717,4761,4918,5165,4927,5240,5937,6223
Region of Trenèín,71 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4594,4601,4628,4801,5048,4797,5085,5828
Region of Trenèín,72 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,4490,4471,4509,4676,4921,4665,4952
Region of Trenèín,73 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3991,4127,4371,4349,4396,4530,4749,4540
Region of Trenèín,74 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3780,3871,4005,4260,4227,4283,4383,4617
Region of Trenèín,75 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580,3635,3726,3871,4100,4078,4129,4253
Region of Trenèín,76 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,3423,3495,3577,3735,3928,3931,3958
Region of Trenèín,77 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,3340,3289,3329,3414,3577,3757,3760
Region of Trenèín,78 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,3029,3190,3129,3185,3270,3390,3563
Region of Trenèín,79 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3135,2937,2888,3039,2957,3033,3082,3233
Region of Trenèín,80 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2785,2950,2751,2714,2873,2798,2858,2919
Region of Trenèín,81 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,2567,2755,2541,2548,2693,2595,2655
Region of Trenèín,82 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285,2350,2340,2557,2341,2377,2507,2400
Region of Trenèín,83 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,2093,2159,2145,2318,2148,2177,2310
Region of Trenèín,84 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,1732,1923,1973,1953,2108,1920,1954
Region of Trenèín,85 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,1596,1541,1744,1742,1719,1851,1705
Region of Trenèín,86 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,1287,1389,1363,1521,1519,1540,1642
Region of Trenèín,87 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,1037,1113,1214,1183,1320,1295,1322
Region of Trenèín,88 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,876,898,964,1053,1018,1126,1114
Region of Trenèín,89 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,765,740,750,800,896,863,951
Region of Trenèín,90 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,614,619,625,616,649,746,716
Region of Trenèín,91 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,457,490,507,496,493,515,604
Region of Trenèín,92 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,306,360,389,396,406,393,409
Region of Trenèín,93 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,250,226,271,314,293,321,317
Region of Trenèín,94 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,72,177,172,213,253,231,238
Region of Trenèín,95 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,66,54,132,125,165,188,172
Region of Trenèín,96 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,70,51,43,100,98,118,144
Region of Trenèín,97 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,48,43,31,71,77,93
Region of Trenèín,98 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,38,36,38,28,57,59
Region of Trenèín,99 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,26,28,28,30,22,46
Region of Trenèín,100 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,15,18,25,21,23,19
Region of Trenèín,101 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,22,13,13,19,18,22
Region of Trenèín,102 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,20,12,13,17,16
Region of Trenèín,103 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,17,17,10,12,17
Region of Trenèín,104 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,16,17,10,12
Region of Trenèín,105 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,17,8
Region of Trenèín,106 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,17
Region of Trenèín,107 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,16
Region of Trenèín,108 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Region of Trenèín,110 years or over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Region of Nitra,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689564,688400,686662,684922,682527,680779,678692,676672
Region of Nitra,Zero years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6643,6036,5856,6087,5956,6221,6288,6090
Region of Nitra,1 year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6277,6671,6087,5899,6148,6003,6273,6332
Region of Nitra,2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6509,6295,6673,6098,5936,6166,6015,6280
Region of Nitra,3 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6373,6524,6292,6669,6100,5942,6172,6042
Region of Nitra,4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6013,6384,6538,6291,6678,6096,5934,6183
Region of Nitra,5 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5948,6002,6378,6534,6281,6660,6089,5929
Region of Nitra,6 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6035,5940,6001,6382,6530,6265,6661,6097
Region of Nitra,7 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940,6037,5929,5986,6361,6526,6272,6652
Region of Nitra,8 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795,5946,6056,5912,5976,6346,6517,6271
Region of Nitra,9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5774,5799,5952,6058,5903,5969,6344,6532
Region of Nitra,10 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5780,5781,5801,5960,6046,5900,5970,6329
Region of Nitra,11 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6274,5783,5767,5796,5946,6044,5889,5968
Region of Nitra,12 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587,6279,5786,5771,5795,5953,6044,5882
Region of Nitra,13 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6654,6597,6271,5795,5772,5790,5953,6046
Region of Nitra,14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6872,6658,6602,6268,5785,5758,5781,5943
Region of Nitra,15 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,6876,6682,6589,6255,5786,5747,5790
Region of Nitra,16 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7280,7330,6874,6688,6581,6251,5786,5740
Region of Nitra,17 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7717,7290,7329,6881,6665,6578,6249,5782
Region of Nitra,18 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610,7724,7284,7332,6882,6666,6574,6252
Region of Nitra,19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8871,8605,7726,7288,7319,6886,6649,6567
Region of Nitra,20 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9420,8876,8614,7730,7277,7316,6890,6650
Region of Nitra,21 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9545,9413,8885,8609,7721,7285,7307,6906
Region of Nitra,22 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9620,9526,9435,8885,8601,7729,7276,7302
Region of Nitra,23 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10089,9616,9546,9425,8872,8587,7724,7232
Region of Nitra,24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023,10079,9629,9532,9434,8835,8590,7719
Region of Nitra,25 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10426,9997,10089,9581,9488,9415,8801,8560
Region of Nitra,26 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10750,10389,9964,10063,9539,9459,9374,8759
Region of Nitra,27 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10733,10714,10367,9932,9993,9493,9408,9316
Region of Nitra,28 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10967,10710,10671,10329,9869,9950,9425,9356
Region of Nitra,29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,10927,10647,10621,10248,9797,9858,9382
Region of Nitra,30 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10987,11068,10868,10621,10555,10189,9715,9807
Region of Nitra,31 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11309,10956,10966,10818,10546,10498,10129,9650
Region of Nitra,32 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11556,11276,10901,10911,10775,10480,10409,10084
Region of Nitra,33 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11630,11523,11217,10830,10840,10721,10386,10363
Region of Nitra,34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11788,11628,11486,11162,10777,10785,10659,10317
Region of Nitra,35 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11683,11772,11550,11448,11109,10729,10724,10595
Region of Nitra,36 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11474,11667,11708,11521,11405,11072,10667,10686
Region of Nitra,37 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11755,11469,11606,11684,11486,11359,11029,10633
Region of Nitra,38 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11090,11787,11403,11563,11669,11427,11320,10983
Region of Nitra,39 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10449,11104,11752,11356,11522,11646,11402,11289
Region of Nitra,40 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9895,10455,11093,11736,11326,11475,11616,11377
Region of Nitra,41 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9528,9898,10435,11089,11705,11291,11466,11598
Region of Nitra,42 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9633,9522,9883,10392,11047,11666,11266,11451
Region of Nitra,43 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8973,9637,9506,9855,10373,11008,11638,11243
Region of Nitra,44 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9121,8987,9629,9487,9844,10357,10976,11609
Region of Nitra,45 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9680,9124,8983,9601,9450,9809,10322,10944
Region of Nitra,46 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9790,9666,9115,8951,9558,9440,9783,10294
Region of Nitra,47 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10213,9778,9613,9094,8921,9526,9412,9768
Region of Nitra,48 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9709,10183,9736,9576,9063,8897,9495,9380
Region of Nitra,49 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9738,9669,10145,9681,9544,9054,8855,9470
Region of Nitra,50 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9988,9704,9636,10112,9624,9516,9028,8815
Region of Nitra,51 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9869,9957,9652,9614,10075,9580,9455,8981
Region of Nitra,52 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9849,9825,9905,9595,9552,10018,9516,9419
Region of Nitra,53 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10282,9807,9776,9856,9543,9497,9961,9471
Region of Nitra,54 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10470,10215,9717,9716,9777,9471,9439,9896
Region of Nitra,55 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10624,10411,10167,9650,9644,9731,9401,9371
Region of Nitra,56 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10652,10543,10322,10078,9570,9575,9665,9320
Region of Nitra,57 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10257,10567,10437,10229,9976,9500,9494,9607
Region of Nitra,58 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10416,10189,10475,10336,10134,9902,9408,9431
Region of Nitra,59 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10525,10302,10083,10381,10227,10018,9801,9316
Region of Nitra,60 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9891,10394,10170,9969,10265,10120,9901,9684
Region of Nitra,61 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9517,9772,10256,10035,9829,10122,9974,9763
Region of Nitra,62 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8504,9408,9638,10078,9879,9728,10007,9841
Region of Nitra,63 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952,8380,9293,9486,9925,9729,9581,9864
Region of Nitra,64 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7838,7795,8237,9157,9326,9762,9589,9449
Region of Nitra,65 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6827,7697,7682,8114,9014,9157,9593,9419
Region of Nitra,66 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6054,6664,7563,7548,7964,8861,9013,9402
Region of Nitra,67 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6454,5915,6516,7409,7388,7832,8731,8835
Region of Nitra,68 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5930,6323,5807,6379,7246,7241,7660,8549
Region of Nitra,69 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5854,5756,6178,5654,6221,7080,7073,7465
Region of Nitra,70 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5636,5699,5611,6011,5546,6075,6906,6918
Region of Nitra,71 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5512,5479,5514,5461,5827,5392,5920,6718
Region of Nitra,72 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5152,5339,5310,5349,5306,5671,5221,5738
Region of Nitra,73 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4619,4967,5160,5131,5184,5147,5496,5050
Region of Nitra,74 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304,4448,4775,4980,4953,5001,4962,5297
Region of Nitra,75 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105,4120,4287,4597,4787,4771,4808,4780
Region of Nitra,76 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3998,3899,3934,4083,4378,4574,4567,4621
Region of Nitra,77 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3798,3718,3738,3888,4149,4364,4346
Region of Nitra,78 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724,3461,3630,3506,3526,3695,3917,4150
Region of Nitra,79 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422,3507,3262,3420,3304,3323,3456,3673
Region of Nitra,80 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132,3171,3256,3040,3203,3105,3131,3229
Region of Nitra,81 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2934,2890,2917,3023,2785,2965,2883,2893
Region of Nitra,82 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,2664,2633,2656,2769,2539,2723,2661
Region of Nitra,83 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351,2360,2421,2375,2412,2522,2338,2486
Region of Nitra,84 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067,2064,2113,2167,2132,2201,2253,2138
Region of Nitra,85 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714,1815,1830,1896,1899,1896,1973,2007
Region of Nitra,86 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,1495,1587,1612,1647,1653,1653,1750
Region of Nitra,87 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,1257,1306,1345,1390,1424,1438,1421
Region of Nitra,88 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,1081,1080,1089,1128,1170,1209,1216
Region of Nitra,89 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,930,914,904,888,917,945,1011
Region of Nitra,90 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,717,745,761,752,726,751,766
Region of Nitra,91 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,560,593,588,621,602,573,619
Region of Nitra,92 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,373,422,475,465,502,456,459
Region of Nitra,93 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,263,288,320,353,365,395,359
Region of Nitra,94 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,94,193,226,239,275,273,300
Region of Nitra,95 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,93,67,151,169,178,209,205
Region of Nitra,96 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,60,66,55,110,139,130,153
Region of Nitra,97 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,56,46,46,44,83,109,97
Region of Nitra,98 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,38,41,33,37,61,89
Region of Nitra,99 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,41,32,36,23,30,48
Region of Nitra,100 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,29,29,28,25,20,28
Region of Nitra,101 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,17,21,25,27,19,19
Region of Nitra,102 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,11,19,19,21,18
Region of Nitra,103 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,12,11,19,17,19
Region of Nitra,104 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,12,10,18,18
Region of Nitra,105 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,11,9,17
Region of Nitra,106 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,11,8
Region of Nitra,107 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,11
Region of Nitra,108 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3
Region of Nitra,109 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Region of Nitra,110 years or over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4
Central Slovakia,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349729,1348611,1347233,1345808,1343458,1342287,1340811,1339242
Central Slovakia,Zero years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14442,13252,13077,12956,13053,13631,13734,13705
Central Slovakia,1 year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13841,14514,13321,13134,13047,13212,13744,13863
Central Slovakia,2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14313,13850,14513,13318,13133,13089,13262,13775
Central Slovakia,3 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13713,14280,13822,14492,13314,13157,13086,13283
Central Slovakia,4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13327,13710,14295,13817,14488,13316,13157,13111
Central Slovakia,5 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13228,13329,13710,14306,13803,14498,13336,13172
Central Slovakia,6 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13602,13232,13327,13700,14282,13792,14485,13342
Central Slovakia,7 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13628,13595,13219,13317,13676,14260,13795,14473
Central Slovakia,8 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13111,13614,13578,13211,13313,13682,14280,13774
Central Slovakia,9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13054,13103,13626,13562,13206,13300,13680,14269
Central Slovakia,10 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13153,13040,13113,13602,13555,13198,13284,13684
Central Slovakia,11 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,13147,13032,13106,13608,13557,13182,13271
Central Slovakia,12 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14413,14069,13158,13028,13086,13600,13547,13178
Central Slovakia,13 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14781,14404,14088,13149,13016,13067,13575,13534
Central Slovakia,14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15165,14776,14408,14093,13160,13013,13061,13561
Central Slovakia,15 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15473,15139,14777,14398,14066,13153,13002,13054
Central Slovakia,16 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15900,15460,15144,14773,14390,14053,13140,12995
Central Slovakia,17 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16887,15881,15470,15129,14761,14389,14046,13138
Central Slovakia,18 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18716,16888,15904,15461,15133,14755,14367,14048
Central Slovakia,19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18799,18727,16928,15916,15455,15130,14750,14366
Central Slovakia,20 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19820,18812,18751,16938,15919,15459,15125,14744
Central Slovakia,21 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19949,19815,18854,18761,16931,15923,15468,15129
Central Slovakia,22 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20025,19928,19837,18846,18739,16927,15909,15466
Central Slovakia,23 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20468,20001,19975,19824,18811,18716,16898,15907
Central Slovakia,24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20559,20417,20000,19931,19810,18765,18661,16851
Central Slovakia,25 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21418,20501,20352,19936,19853,19698,18705,18581
Central Slovakia,26 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,21329,20458,20246,19825,19772,19601,18596
Central Slovakia,27 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21938,21890,21184,20351,20101,19667,19623,19435
Central Slovakia,28 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21595,21821,21733,21030,20169,19939,19548,19471
Central Slovakia,29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21533,21481,21622,21577,20897,19989,19787,19369
Central Slovakia,30 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21563,21389,21281,21471,21392,20749,19773,19625
Central Slovakia,31 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21707,21455,21184,21132,21306,21214,20588,19607
Central Slovakia,32 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23023,21600,21314,21067,20941,21188,21074,20454
Central Slovakia,33 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22689,22904,21469,21203,20941,20845,21081,20957
Central Slovakia,34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22740,22590,22710,21356,21069,20805,20724,20951
Central Slovakia,35 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22749,22682,22437,22576,21211,20961,20703,20614
Central Slovakia,36 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22132,22681,22523,22319,22509,21106,20880,20618
Central Slovakia,37 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22252,22079,22614,22417,22209,22406,21008,20792
Central Slovakia,38 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21216,22193,22024,22559,22322,22112,22324,20930
Central Slovakia,39 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20079,21162,22087,21981,22492,22248,22060,22289
Central Slovakia,40 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18974,20037,21071,22013,21903,22428,22200,21971
Central Slovakia,41 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18318,18930,19980,20985,21922,21840,22361,22126
